trade_date,exchange,symbol,raw_rows,criterion_id,computable_evidence_available,acceptance_requirement_met,current_evidence,remaining_gap,phase35_status
2026-07-13,NSE,RELIANCE,26056,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,RELIANCE,26056,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
2026-07-13,NSE,SBIN,24728,connection_boundary_log,False,False,tick files imply a capture window,connection open/close/reconnect/subscription ledger is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,SBIN,24728,dropped_message_diagnostics,True,False,"duplicate receive-ms, stale gap and ordering symptoms are computable from persisted ticks",broker/session drop counters are not present,computable_pass_not_acceptance
2026-07-13,NSE,SBIN,24728,local_sequence_integrity,False,False,derived persisted ordering can be reconstructed,explicit callback-ingress local_sequence_id is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,SBIN,24728,lossless_compaction,True,False,raw parquet rows reconcile to Phase 1 rows and manifest file counts,repeat for every new Class B day,computable_pass_not_acceptance
2026-07-13,NSE,SBIN,24728,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,SBIN,24728,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
2026-07-13,NSE,SUNPHARMA,14610,connection_boundary_log,False,False,tick files imply a capture window,connection open/close/reconnect/subscription ledger is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,SUNPHARMA,14610,dropped_message_diagnostics,True,False,"duplicate receive-ms, stale gap and ordering symptoms are computable from persisted ticks",broker/session drop counters are not present,computable_pass_not_acceptance
2026-07-13,NSE,SUNPHARMA,14610,local_sequence_integrity,False,False,derived persisted ordering can be reconstructed,explicit callback-ingress local_sequence_id is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,SUNPHARMA,14610,lossless_compaction,True,False,raw parquet rows reconcile to Phase 1 rows and manifest file counts,repeat for every new Class B day,computable_pass_not_acceptance
2026-07-13,NSE,SUNPHARMA,14610,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,SUNPHARMA,14610,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
2026-07-13,NSE,TCS,36467,connection_boundary_log,False,False,tick files imply a capture window,connection open/close/reconnect/subscription ledger is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,TCS,36467,dropped_message_diagnostics,True,False,"duplicate receive-ms, stale gap and ordering symptoms are computable from persisted ticks",broker/session drop counters are not present,computable_pass_not_acceptance
2026-07-13,NSE,TCS,36467,local_sequence_integrity,False,False,derived persisted ordering can be reconstructed,explicit callback-ingress local_sequence_id is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,TCS,36467,lossless_compaction,True,False,raw parquet rows reconcile to Phase 1 rows and manifest file counts,repeat for every new Class B day,computable_pass_not_acceptance
2026-07-13,NSE,TCS,36467,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,TCS,36467,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
2026-07-13,NSE,TECHM,19124,connection_boundary_log,False,False,tick files imply a capture window,connection open/close/reconnect/subscription ledger is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,TECHM,19124,dropped_message_diagnostics,True,False,"duplicate receive-ms, stale gap and ordering symptoms are computable from persisted ticks",broker/session drop counters are not present,computable_pass_not_acceptance
2026-07-13,NSE,TECHM,19124,local_sequence_integrity,False,False,derived persisted ordering can be reconstructed,explicit callback-ingress local_sequence_id is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,TECHM,19124,lossless_compaction,True,False,raw parquet rows reconcile to Phase 1 rows and manifest file counts,repeat for every new Class B day,computable_pass_not_acceptance
2026-07-13,NSE,TECHM,19124,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,TECHM,19124,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
2026-07-13,NSE,ULTRACEMCO,8386,connection_boundary_log,False,False,tick files imply a capture window,connection open/close/reconnect/subscription ledger is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,ULTRACEMCO,8386,dropped_message_diagnostics,True,False,"duplicate receive-ms, stale gap and ordering symptoms are computable from persisted ticks",broker/session drop counters are not present,computable_pass_not_acceptance
2026-07-13,NSE,ULTRACEMCO,8386,local_sequence_integrity,False,False,derived persisted ordering can be reconstructed,explicit callback-ingress local_sequence_id is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,ULTRACEMCO,8386,lossless_compaction,True,False,raw parquet rows reconcile to Phase 1 rows and manifest file counts,repeat for every new Class B day,computable_pass_not_acceptance
2026-07-13,NSE,ULTRACEMCO,8386,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,ULTRACEMCO,8386,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
2026-07-13,NSE,WIPRO,20334,connection_boundary_log,False,False,tick files imply a capture window,connection open/close/reconnect/subscription ledger is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,WIPRO,20334,dropped_message_diagnostics,True,False,"duplicate receive-ms, stale gap and ordering symptoms are computable from persisted ticks",broker/session drop counters are not present,computable_pass_not_acceptance
2026-07-13,NSE,WIPRO,20334,local_sequence_integrity,False,False,derived persisted ordering can be reconstructed,explicit callback-ingress local_sequence_id is absent,collector_or_multiday_evidence_missing
2026-07-13,NSE,WIPRO,20334,lossless_compaction,True,False,raw parquet rows reconcile to Phase 1 rows and manifest file counts,repeat for every new Class B day,computable_pass_not_acceptance
2026-07-13,NSE,WIPRO,20334,multiday_class_b_coverage,False,False,current raw day can be diagnosed as a smoke/regression day,minimum 5 Class B event-grade days are not available,collector_or_multiday_evidence_missing
2026-07-13,NSE,WIPRO,20334,timestamp_semantics,True,False,receive/monotonic/exchange timestamp columns are present and ordered in persisted data,capture-side timestamp policy document still required before Class B promotion,computable_pass_not_acceptance
